id,X,Y,Z,Esrio,NUMPOINTS
2561,327666,1856693,530,0,0
2562,327666,1856683,530,0,0
2563,327666,1856673,533,0,0
2564,327666,1856663,535,0,0
2565,327666,1856653,535,0,0
2566,327666,1856643,537,0,0
2567,327666,1856633,537,0,0
2568,327666,1856623,537,0,0
2569,327666,1856613,536,0,0
2570,327666,1856603,533,0,0
2571,327666,1856593,533,0,0
2572,327666,1856583,530,0,0
2573,327666,1856573,527,0,0
2574,327666,1856563,527,0,0
2575,327666,1856553,524,0,0
2576,327666,1856543,520,0,0
2577,327666,1856533,520,0,0
2578,327666,1856523,519,0,0
2615,327676,1856963,477,9,0
2616,327676,1856953,477,2,0
2617,327676,1856943,477,0,0
2618,327676,1856933,477,0,0
2619,327676,1856923,477,0,0
2620,327676,1856913,476,0,0
2621,327676,1856903,476,0,0
2622,327676,1856893,476,0,0
2623,327676,1856883,479,0,0
2624,327676,1856873,482,0,0
2625,327676,1856863,482,0,0
2626,327676,1856853,485,0,0
2627,327676,1856843,488,0,0
2628,327676,1856833,488,0,0
2629,327676,1856823,491,0,0
2630,327676,1856813,494,0,0
2631,327676,1856803,494,0,0
2632,327676,1856793,498,0,0
2633,327676,1856783,501,0,0
2634,327676,1856773,501,0,0
2635,327676,1856763,506,0,0
2636,327676,1856753,512,0,0
2637,327676,1856743,512,0,0
2638,327676,1856733,518,0,0
2639,327676,1856723,522,0,0
2640,327676,1856713,522,0,0
2641,327676,1856703,525,0,0
2642,327676,1856693,528,0,0
2643,327676,1856683,528,0,0
2644,327676,1856673,530,0,0
2645,327676,1856663,532,0,0
2646,327676,1856653,532,0,0
2647,327676,1856643,533,0,0
2648,327676,1856633,533,0,0
2649,327676,1856623,533,0,0
2650,327676,1856613,532,0,0
2651,327676,1856603,530,0,0
2652,327676,1856593,530,0,0
2653,327676,1856583,527,0,0
2654,327676,1856573,524,0,0
2655,327676,1856563,524,0,0
2656,327676,1856553,519,0,0
2657,327676,1856543,517,0,0
2658,327676,1856533,517,0,0
2659,327676,1856523,515,0,0
2696,327686,1856963,477,10,0
2697,327686,1856953,477,0,0
2698,327686,1856943,477,0,0
2699,327686,1856933,477,0,0
2700,327686,1856923,477,0,0
2701,327686,1856913,476,0,0
2702,327686,1856903,476,0,0
2703,327686,1856893,476,0,0
2704,327686,1856883,479,0,0
2705,327686,1856873,482,0,0
2706,327686,1856863,482,0,0
2707,327686,1856853,485,0,0
2708,327686,1856843,488,0,0
2709,327686,1856833,488,0,0
2710,327686,1856823,491,0,0
2711,327686,1856813,494,0,0
2712,327686,1856803,494,0,0
2713,327686,1856793,498,0,0
2714,327686,1856783,501,0,0
2715,327686,1856773,501,0,0
2716,327686,1856763,506,0,0
2717,327686,1856753,512,0,0
2718,327686,1856743,512,0,0
2719,327686,1856733,518,0,0
2720,327686,1856723,522,0,0
2721,327686,1856713,522,0,0
2722,327686,1856703,525,0,0
2723,327686,1856693,528,0,0
2724,327686,1856683,528,0,0
2725,327686,1856673,530,0,0
2726,327686,1856663,532,0,0
2727,327686,1856653,532,0,0
2728,327686,1856643,533,0,0
2729,327686,1856633,533,0,0
2730,327686,1856623,533,0,0
2731,327686,1856613,532,0,0
2732,327686,1856603,530,0,0
2733,327686,1856593,530,0,0
2734,327686,1856583,527,0,0
2735,327686,1856573,524,0,0
2736,327686,1856563,524,0,0
2737,327686,1856553,519,0,0
2738,327686,1856543,517,0,0
2739,327686,1856533,517,0,0
2740,327686,1856523,515,0,0
2777,327696,1856963,475,11,0
2778,327696,1856953,475,0,0
2779,327696,1856943,475,0,0
2780,327696,1856933,474,0,0
2781,327696,1856923,474,0,0
2782,327696,1856913,474,0,0
2783,327696,1856903,474,0,0
2784,327696,1856893,474,0,0
2785,327696,1856883,478,0,0
2786,327696,1856873,482,0,0
2787,327696,1856863,482,0,0
2788,327696,1856853,484,0,0
2789,327696,1856843,487,0,0
2790,327696,1856833,487,0,0
2791,327696,1856823,490,0,0
2792,327696,1856813,493,0,0
2793,327696,1856803,493,0,0
2794,327696,1856793,497,0,0
2795,327696,1856783,501,0,0
2796,327696,1856773,501,0,0
2797,327696,1856763,506,0,0
2798,327696,1856753,512,0,0
2799,327696,1856743,512,0,0
2800,327696,1856733,517,0,0
2801,327696,1856723,520,0,0
2802,327696,1856713,520,0,0
2803,327696,1856703,522,0,0
2804,327696,1856693,525,0,0
2805,327696,1856683,525,0,0
2806,327696,1856673,527,0,0
2807,327696,1856663,528,0,0
2808,327696,1856653,528,0,0
2809,327696,1856643,529,0,0
2810,327696,1856633,529,0,0
2811,327696,1856623,529,0,0
2812,327696,1856613,528,0,0
2813,327696,1856603,527,0,0
2814,327696,1856593,527,0,0
2815,327696,1856583,525,0,0
2816,327696,1856573,520,0,0
2817,327696,1856563,520,0,0
2818,327696,1856553,517,0,0
2819,327696,1856543,514,0,0
2820,327696,1856533,514,0,0
2821,327696,1856523,512,0,0
2822,327696,1856513,510,0,0
2857,327706,1856973,473,3,0
2858,327706,1856963,473,7,0
2859,327706,1856953,473,0,0
2860,327706,1856943,472,0,0
2861,327706,1856933,472,0,0
2862,327706,1856923,472,0,0
2863,327706,1856913,471,0,0
2864,327706,1856903,471,0,0
2865,327706,1856893,471,0,0
2866,327706,1856883,477,0,0
2867,327706,1856873,481,0,0
2868,327706,1856863,481,0,0
2869,327706,1856853,483,0,0
2870,327706,1856843,486,0,0
2871,327706,1856833,486,0,0
2872,327706,1856823,489,0,0
2873,327706,1856813,492,0,0
2874,327706,1856803,492,0,0
2875,327706,1856793,496,0,0
2876,327706,1856783,500,0,0
2877,327706,1856773,500,0,0
2878,327706,1856763,505,0,0
2879,327706,1856753,511,0,0
2880,327706,1856743,511,0,0
2881,327706,1856733,515,0,0
2882,327706,1856723,519,0,0
2883,327706,1856713,519,0,0
2884,327706,1856703,520,0,0
2885,327706,1856693,522,0,0
2886,327706,1856683,522,0,0
2887,327706,1856673,523,0,0
2888,327706,1856663,524,0,0
2889,327706,1856653,524,0,0
2890,327706,1856643,524,0,0
2891,327706,1856633,524,0,0
2892,327706,1856623,524,0,0
2893,327706,1856613,524,0,0
2894,327706,1856603,519,0,0
2895,327706,1856593,519,0,0
2896,327706,1856583,519,0,0
2897,327706,1856573,517,0,0
2898,327706,1856563,517,0,0
2899,327706,1856553,514,0,0
2900,327706,1856543,511,0,0
2901,327706,1856533,511,0,0
2902,327706,1856523,508,0,0
2903,327706,1856513,506,0,0
2938,327716,1856973,473,10,0
2939,327716,1856963,473,0,0
2940,327716,1856953,473,0,0
2941,327716,1856943,472,0,0
2942,327716,1856933,472,0,0
2943,327716,1856923,472,0,0
2944,327716,1856913,471,0,0
2945,327716,1856903,471,0,0
2946,327716,1856893,471,0,0
2947,327716,1856883,477,0,0
2948,327716,1856873,481,0,0
2949,327716,1856863,481,0,0
2950,327716,1856853,483,0,0
2951,327716,1856843,486,0,0
2952,327716,1856833,486,0,0
2953,327716,1856823,489,0,0
2954,327716,1856813,492,0,0
2955,327716,1856803,492,0,0
2956,327716,1856793,496,0,0
2957,327716,1856783,500,0,0
2958,327716,1856773,500,0,0
2959,327716,1856763,505,0,0
2960,327716,1856753,511,0,0
2961,327716,1856743,511,0,0
2962,327716,1856733,515,0,0
2963,327716,1856723,519,0,0
2964,327716,1856713,519,0,0
2965,327716,1856703,520,0,0
2966,327716,1856693,522,0,0
2967,327716,1856683,522,0,0
2968,327716,1856673,523,0,0
2969,327716,1856663,524,0,0
2970,327716,1856653,524,0,0
2971,327716,1856643,524,0,0
2972,327716,1856633,524,0,0
2973,327716,1856623,524,0,0
2974,327716,1856613,524,0,0
2975,327716,1856603,519,0,0
2976,327716,1856593,519,0,0
2977,327716,1856583,519,0,0
2978,327716,1856573,517,0,0
2979,327716,1856563,517,0,0
2980,327716,1856553,514,0,0
2981,327716,1856543,511,0,0
2982,327716,1856533,511,0,0
2983,327716,1856523,508,0,0
2984,327716,1856513,506,0,0
3019,327726,1856973,471,10,0
3020,327726,1856963,471,0,0
3021,327726,1856953,471,0,0
3022,327726,1856943,470,0,0
3023,327726,1856933,470,0,0
3024,327726,1856923,470,0,0
3025,327726,1856913,470,0,0
3026,327726,1856903,469,0,0
3027,327726,1856893,469,0,0
3028,327726,1856883,475,0,0
3029,327726,1856873,479,0,0
3030,327726,1856863,479,0,0
3031,327726,1856853,481,0,0
3032,327726,1856843,483,0,0
3033,327726,1856833,483,0,0
3034,327726,1856823,487,0,0
3035,327726,1856813,491,0,0
3036,327726,1856803,491,0,0
3037,327726,1856793,495,0,0
3038,327726,1856783,500,0,0
3039,327726,1856773,500,0,0
3040,327726,1856763,505,0,0
3041,327726,1856753,510,0,0
3042,327726,1856743,510,0,0
3043,327726,1856733,514,0,0
3044,327726,1856723,517,0,0
3045,327726,1856713,517,0,0
3046,327726,1856703,518,0,0
3047,327726,1856693,519,0,0
3048,327726,1856683,519,0,0
3049,327726,1856673,520,0,0
3050,327726,1856663,520,0,0
3051,327726,1856653,520,0,0
3052,327726,1856643,520,0,0
3053,327726,1856633,520,0,0
3054,327726,1856623,520,0,0
3055,327726,1856613,515,0,0
3056,327726,1856603,514,0,0
3057,327726,1856593,514,0,0
3058,327726,1856583,514,0,0
3059,327726,1856573,513,0,0
3060,327726,1856563,513,0,0
3061,327726,1856553,510,0,0
3062,327726,1856543,507,0,0
3063,327726,1856533,507,0,0
3064,327726,1856523,504,0,0
3065,327726,1856513,502,0,0
3100,327736,1856973,470,1,0
3101,327736,1856963,469,9,0
3102,327736,1856953,469,0,0
3103,327736,1856943,468,0,0
3104,327736,1856933,468,0,0
3105,327736,1856923,468,0,0
3106,327736,1856913,468,0,0
3107,327736,1856903,467,0,0
3108,327736,1856893,467,0,0
3109,327736,1856883,472,0,0
3110,327736,1856873,476,0,0
3111,327736,1856863,476,0,0
3112,327736,1856853,479,0,0
3113,327736,1856843,481,0,0
3114,327736,1856833,481,0,0
3115,327736,1856823,485,0,0
3116,327736,1856813,489,0,0
3117,327736,1856803,489,0,0
3118,327736,1856793,494,0,0
3119,327736,1856783,499,0,0
3120,327736,1856773,499,0,0
3121,327736,1856763,505,0,0
3122,327736,1856753,509,0,0
3123,327736,1856743,509,0,0
3124,327736,1856733,512,0,0
3125,327736,1856723,515,0,0
3126,327736,1856713,515,0,0
3127,327736,1856703,516,0,0
3128,327736,1856693,516,0,0
3129,327736,1856683,516,0,0
3130,327736,1856673,516,0,0
3131,327736,1856663,516,0,0
3132,327736,1856653,516,0,0
3133,327736,1856643,515,0,0
3134,327736,1856633,510,0,0
3135,327736,1856623,510,0,0
3136,327736,1856613,509,0,0
3137,327736,1856603,509,0,0
3138,327736,1856593,509,0,0
3139,327736,1856583,509,0,0
3140,327736,1856573,507,0,0
3141,327736,1856563,507,0,0
3142,327736,1856553,505,0,0
3143,327736,1856543,503,0,0
3144,327736,1856533,503,0,0
3145,327736,1856523,501,0,0
3146,327736,1856513,500,0,0
3182,327746,1856963,469,10,0
3183,327746,1856953,469,0,0
3184,327746,1856943,468,0,0
3185,327746,1856933,468,0,0
3186,327746,1856923,468,0,0
3187,327746,1856913,468,0,0
3188,327746,1856903,467,0,0
3189,327746,1856893,467,0,0
3190,327746,1856883,472,0,0
3191,327746,1856873,476,0,0
3192,327746,1856863,476,0,0
3193,327746,1856853,479,0,0
3194,327746,1856843,481,0,0
3195,327746,1856833,481,0,0
3196,327746,1856823,485,0,0
3197,327746,1856813,489,0,0
3198,327746,1856803,489,0,0
3199,327746,1856793,494,0,0
3200,327746,1856783,499,0,0
3201,327746,1856773,499,0,0
3202,327746,1856763,505,0,0
3203,327746,1856753,509,0,0
3204,327746,1856743,509,0,0
3205,327746,1856733,512,0,0
3206,327746,1856723,515,0,0
3207,327746,1856713,515,0,0
3208,327746,1856703,516,0,0
3209,327746,1856693,516,0,0
3210,327746,1856683,516,0,0
3211,327746,1856673,516,0,0
3212,327746,1856663,516,0,0
3213,327746,1856653,516,0,0
3214,327746,1856643,515,0,0
3215,327746,1856633,510,0,0
3216,327746,1856623,510,0,0
3217,327746,1856613,509,0,0
3218,327746,1856603,509,0,0
3219,327746,1856593,509,0,0
3220,327746,1856583,509,0,0
3221,327746,1856573,507,0,0
3222,327746,1856563,507,0,0
3223,327746,1856553,505,0,0
3224,327746,1856543,503,0,0
3225,327746,1856533,503,0,0
3226,327746,1856523,501,0,0
3227,327746,1856513,500,0,0
3263,327756,1856963,468,10,0
3264,327756,1856953,468,0,0
3265,327756,1856943,467,0,0
3266,327756,1856933,466,0,0
3267,327756,1856923,466,0,0
3268,327756,1856913,466,0,0
3269,327756,1856903,465,0,0
3270,327756,1856893,465,0,0
3271,327756,1856883,468,0,0
3272,327756,1856873,472,0,0
3273,327756,1856863,472,0,0
3274,327756,1856853,476,0,0
3275,327756,1856843,479,0,0
3276,327756,1856833,479,0,0
3277,327756,1856823,483,0,0
3278,327756,1856813,488,0,0
3279,327756,1856803,488,0,0
3280,327756,1856793,494,0,0
3281,327756,1856783,499,0,0
3282,327756,1856773,499,0,0
3283,327756,1856763,504,0,0
3284,327756,1856753,508,0,0
3285,327756,1856743,508,0,0
3286,327756,1856733,511,0,0
3287,327756,1856723,513,0,0
3288,327756,1856713,513,0,0
3289,327756,1856703,513,0,0
3290,327756,1856693,513,0,0
3291,327756,1856683,513,0,0
3292,327756,1856673,512,0,0
3293,327756,1856663,507,0,0
3294,327756,1856653,507,0,0
3295,327756,1856643,506,0,0
3296,327756,1856633,505,0,0
3297,327756,1856623,505,0,0
3298,327756,1856613,504,0,0
3299,327756,1856603,504,0,0
3300,327756,1856593,504,0,0
3301,327756,1856583,504,0,0
3302,327756,1856573,503,0,0
3303,327756,1856563,503,0,0
3304,327756,1856553,502,0,0
3305,327756,1856543,500,0,0
3306,327756,1856533,500,0,0
3307,327756,1856523,500,0,0
3308,327756,1856513,500,0,0
3309,327756,1856503,500,0,0
3344,327766,1856963,466,10,0
3345,327766,1856953,466,0,0
3346,327766,1856943,466,0,0
3347,327766,1856933,465,0,0
3348,327766,1856923,465,0,0
3349,327766,1856913,465,0,0
3350,327766,1856903,465,0,0
3351,327766,1856893,465,0,0
3352,327766,1856883,464,0,0
3353,327766,1856873,469,0,0
3354,327766,1856863,469,0,0
3355,327766,1856853,473,0,0
3356,327766,1856843,477,0,0
3357,327766,1856833,477,0,0
3358,327766,1856823,481,0,0
3359,327766,1856813,487,0,0
3360,327766,1856803,487,0,0
3361,327766,1856793,493,0,0
3362,327766,1856783,499,0,0
3363,327766,1856773,499,0,0
3364,327766,1856763,504,0,0
3365,327766,1856753,508,0,0
3366,327766,1856743,508,0,0
3367,327766,1856733,510,0,0
3368,327766,1856723,511,0,0
3369,327766,1856713,511,0,0
3370,327766,1856703,511,0,0
3371,327766,1856693,510,0,0
3372,327766,1856683,510,0,0
3373,327766,1856673,505,0,0
3374,327766,1856663,504,0,0
3375,327766,1856653,504,0,0
3376,327766,1856643,503,0,0
3377,327766,1856633,502,0,0
3378,327766,1856623,502,0,0
3379,327766,1856613,500,0,0
3380,327766,1856603,500,0,0
3381,327766,1856593,500,0,0
3382,327766,1856583,500,0,0
3383,327766,1856573,500,0,0
3384,327766,1856563,500,0,0
3385,327766,1856553,499,0,0
3386,327766,1856543,499,0,0
3387,327766,1856533,499,0,0
3388,327766,1856523,498,0,0
3389,327766,1856513,499,0,0
3390,327766,1856503,499,0,0
3425,327776,1856963,466,10,0
3426,327776,1856953,466,0,0
3427,327776,1856943,466,0,0
3428,327776,1856933,465,0,0
3429,327776,1856923,465,0,0
3430,327776,1856913,465,0,0
3431,327776,1856903,465,0,0
3432,327776,1856893,465,0,0
3433,327776,1856883,464,0,0
3434,327776,1856873,469,0,0
3435,327776,1856863,469,0,0
3436,327776,1856853,473,0,0
3437,327776,1856843,477,0,0
3438,327776,1856833,477,0,0
3439,327776,1856823,481,0,0
3440,327776,1856813,487,0,0
3441,327776,1856803,487,0,0
3442,327776,1856793,493,0,0
3443,327776,1856783,499,0,0
3444,327776,1856773,499,0,0
3445,327776,1856763,504,0,0
3446,327776,1856753,508,0,0
3447,327776,1856743,508,0,0
3448,327776,1856733,510,0,0
3449,327776,1856723,511,0,0
3450,327776,1856713,511,0,0
3451,327776,1856703,511,0,0
3452,327776,1856693,510,0,0
3453,327776,1856683,510,0,0
3454,327776,1856673,505,0,0
3455,327776,1856663,504,0,0
3456,327776,1856653,504,0,0
3457,327776,1856643,503,0,0
3458,327776,1856633,502,0,0
3459,327776,1856623,502,0,0
3460,327776,1856613,500,0,0
3461,327776,1856603,500,0,0
3462,327776,1856593,500,0,0
3463,327776,1856583,500,0,0
3464,327776,1856573,500,0,0
3465,327776,1856563,500,0,0
3466,327776,1856553,499,0,0
3467,327776,1856543,499,0,0
3468,327776,1856533,499,0,0
3469,327776,1856523,498,0,0
3470,327776,1856513,499,0,0
3471,327776,1856503,499,0,0
3506,327786,1856963,465,10,0
3507,327786,1856953,465,0,0
3508,327786,1856943,465,0,0
3509,327786,1856933,465,0,0
3510,327786,1856923,465,0,0
3511,327786,1856913,465,0,0
3512,327786,1856903,464,0,0
3513,327786,1856893,464,0,0
3514,327786,1856883,464,0,0
3515,327786,1856873,468,0,0
3516,327786,1856863,468,0,0
3517,327786,1856853,472,0,0
3518,327786,1856843,476,0,0
3519,327786,1856833,476,0,0
3520,327786,1856823,480,0,0
3521,327786,1856813,486,0,0
3522,327786,1856803,486,0,0
3523,327786,1856793,493,0,0
3524,327786,1856783,499,0,0
3525,327786,1856773,499,0,0
3526,327786,1856763,504,0,0
3527,327786,1856753,507,0,0
3528,327786,1856743,507,0,0
3529,327786,1856733,509,0,0
3530,327786,1856723,509,0,0
3531,327786,1856713,509,0,0
3532,327786,1856703,509,0,0
3533,327786,1856693,505,0,0
3534,327786,1856683,505,0,0
3535,327786,1856673,502,0,0
3536,327786,1856663,500,0,0
3537,327786,1856653,500,0,0
3538,327786,1856643,499,0,0
3539,327786,1856633,499,0,0
3540,327786,1856623,499,0,0
3541,327786,1856613,498,0,0
3542,327786,1856603,497,0,0
3543,327786,1856593,497,0,0
3544,327786,1856583,497,0,0
3545,327786,1856573,497,0,0
3546,327786,1856563,497,0,0
3547,327786,1856553,497,0,0
3548,327786,1856543,497,0,0
3549,327786,1856533,497,0,0
3550,327786,1856523,497,0,0
3551,327786,1856513,498,0,0
3552,327786,1856503,498,0,0
3587,327796,1856963,464,10,0
3588,327796,1856953,464,0,0
3589,327796,1856943,464,0,0
3590,327796,1856933,464,0,0
3591,327796,1856923,464,0,0
3592,327796,1856913,464,0,0
3593,327796,1856903,464,0,0
3594,327796,1856893,464,0,0
3595,327796,1856883,464,0,0
3596,327796,1856873,467,0,0
3597,327796,1856863,467,0,0
3598,327796,1856853,471,0,0
3599,327796,1856843,475,0,0
3600,327796,1856833,475,0,0
3601,327796,1856823,480,0,0
3602,327796,1856813,486,0,0
3603,327796,1856803,486,0,0
3604,327796,1856793,492,0,0
3605,327796,1856783,498,0,0
3606,327796,1856773,498,0,0
3607,327796,1856763,502,0,0
3608,327796,1856753,505,0,0
3609,327796,1856743,505,0,0
3610,327796,1856733,507,0,0
3611,327796,1856723,505,0,0
3612,327796,1856713,505,0,0
3613,327796,1856703,504,0,0
3614,327796,1856693,502,0,0
3615,327796,1856683,502,0,0
3616,327796,1856673,500,0,0
3617,327796,1856663,498,0,0
3618,327796,1856653,498,0,0
3619,327796,1856643,497,0,0
3620,327796,1856633,496,0,0
3621,327796,1856623,496,0,0
3622,327796,1856613,496,0,0
3623,327796,1856603,495,0,0
3624,327796,1856593,495,0,0
3625,327796,1856583,496,0,0
3626,327796,1856573,495,0,0
3627,327796,1856563,495,0,0
3628,327796,1856553,496,0,0
3629,327796,1856543,496,0,0
3630,327796,1856533,496,0,0
3631,327796,1856523,498,0,0
3632,327796,1856513,499,0,0
3633,327796,1856503,499,0,0
3668,327806,1856963,464,10,0
3669,327806,1856953,464,0,0
3670,327806,1856943,464,0,0
3671,327806,1856933,464,0,0
3672,327806,1856923,464,0,0
3673,327806,1856913,464,0,0
3674,327806,1856903,464,0,0
3675,327806,1856893,464,0,0
3676,327806,1856883,464,0,0
3677,327806,1856873,467,0,0
3678,327806,1856863,467,0,0
3679,327806,1856853,471,0,0
3680,327806,1856843,475,0,0
3681,327806,1856833,475,0,0
3682,327806,1856823,480,0,0
3683,327806,1856813,486,0,0
3684,327806,1856803,486,0,0
3685,327806,1856793,492,0,0
3686,327806,1856783,498,0,0
3687,327806,1856773,498,0,0
3688,327806,1856763,502,0,0
3689,327806,1856753,505,0,0
3690,327806,1856743,505,0,0
3691,327806,1856733,507,0,0
3692,327806,1856723,505,0,0
3693,327806,1856713,505,0,0
3694,327806,1856703,504,0,0
3695,327806,1856693,502,0,0
3696,327806,1856683,502,0,0
3697,327806,1856673,500,0,0
3698,327806,1856663,498,0,0
3699,327806,1856653,498,0,0
3700,327806,1856643,497,0,0
3701,327806,1856633,496,0,0
3702,327806,1856623,496,0,0
3703,327806,1856613,496,0,0
3704,327806,1856603,495,0,0
3705,327806,1856593,495,0,0
3706,327806,1856583,496,0,0
3707,327806,1856573,495,0,0
3708,327806,1856563,495,7,1
3709,327806,1856553,496,11,1
3710,327806,1856543,496,0,0
3711,327806,1856533,496,0,0
3712,327806,1856523,498,0,0
3713,327806,1856513,499,0,0
3714,327806,1856503,499,0,0
3715,327806,1856493,500,0,0
3749,327816,1856963,463,11,0
3750,327816,1856953,463,0,0
3751,327816,1856943,463,0,0
3752,327816,1856933,463,0,0
3753,327816,1856923,463,0,0
3754,327816,1856913,463,0,0
3755,327816,1856903,463,0,0
3756,327816,1856893,463,0,0
3757,327816,1856883,463,0,0
3758,327816,1856873,467,0,0
3759,327816,1856863,467,0,0
3760,327816,1856853,471,0,0
3761,327816,1856843,475,0,0
3762,327816,1856833,475,0,0
3763,327816,1856823,480,0,0
3764,327816,1856813,484,0,0
3765,327816,1856803,484,0,0
3766,327816,1856793,490,0,0
3767,327816,1856783,495,0,0
3768,327816,1856773,495,0,0
3769,327816,1856763,500,0,0
3770,327816,1856753,503,0,0
3771,327816,1856743,503,0,0
3772,327816,1856733,501,0,0
3773,327816,1856723,502,0,0
3774,327816,1856713,502,0,0
3775,327816,1856703,502,0,0
3776,327816,1856693,499,0,0
3777,327816,1856683,499,0,0
3778,327816,1856673,497,0,0
3779,327816,1856663,495,0,0
3780,327816,1856653,495,0,0
3781,327816,1856643,494,0,0
3782,327816,1856633,494,0,0
3783,327816,1856623,494,0,1
3784,327816,1856613,494,0,0
3785,327816,1856603,494,0,0
3786,327816,1856593,494,0,0
3787,327816,1856583,494,4,0
3788,327816,1856573,495,11,3
3789,327816,1856563,495,6,2
3790,327816,1856553,496,1,0
3791,327816,1856543,497,13,0
3792,327816,1856533,497,0,0
3793,327816,1856523,498,0,0
3794,327816,1856513,500,0,0
3795,327816,1856503,500,0,0
3796,327816,1856493,501,0,0
3830,327826,1856963,462,10,0
3831,327826,1856953,462,0,0
3832,327826,1856943,462,0,0
3833,327826,1856933,462,0,0
3834,327826,1856923,462,0,0
3835,327826,1856913,462,0,0
3836,327826,1856903,462,0,0
3837,327826,1856893,462,0,0
3838,327826,1856883,464,0,0
3839,327826,1856873,467,0,0
3840,327826,1856863,467,0,0
3841,327826,1856853,470,0,0
3842,327826,1856843,474,0,0
3843,327826,1856833,474,0,0
3844,327826,1856823,479,0,0
3845,327826,1856813,482,0,0
3846,327826,1856803,482,0,0
3847,327826,1856793,486,0,0
3848,327826,1856783,491,0,0
3849,327826,1856773,491,0,0
3850,327826,1856763,495,0,0
3851,327826,1856753,492,0,0
3852,327826,1856743,492,0,0
3853,327826,1856733,496,0,0
3854,327826,1856723,498,0,0
3855,327826,1856713,498,0,0
3856,327826,1856703,498,0,0
3857,327826,1856693,496,0,0
3858,327826,1856683,496,0,0
3859,327826,1856673,494,0,0
3860,327826,1856663,492,0,0
3861,327826,1856653,492,0,0
3862,327826,1856643,492,0,1
3863,327826,1856633,492,0,1
3864,327826,1856623,492,0,0
3865,327826,1856613,493,0,0
3866,327826,1856603,494,0,0
3867,327826,1856593,494,0,0
3868,327826,1856583,495,11,1
3869,327826,1856573,495,0,1
3870,327826,1856563,495,0,1
3871,327826,1856553,496,0,0
3872,327826,1856543,497,12,0
3873,327826,1856533,497,0,0
3874,327826,1856523,498,0,0
3875,327826,1856513,499,0,0
3876,327826,1856503,499,0,0
3877,327826,1856493,501,0,0
3878,327826,1856483,504,0,0
3910,327836,1856973,462,10,0
3911,327836,1856963,462,0,0
3912,327836,1856953,462,0,0
3913,327836,1856943,462,0,0
3914,327836,1856933,462,0,0
3915,327836,1856923,462,0,0
3916,327836,1856913,462,0,0
3917,327836,1856903,462,0,0
3918,327836,1856893,462,0,0
3919,327836,1856883,464,0,0
3920,327836,1856873,467,0,0
3921,327836,1856863,467,0,0
3922,327836,1856853,470,0,0
3923,327836,1856843,474,0,0
3924,327836,1856833,474,0,0
3925,327836,1856823,479,0,0
3926,327836,1856813,482,0,0
3927,327836,1856803,482,0,0
3928,327836,1856793,486,0,0
3929,327836,1856783,491,0,0
3930,327836,1856773,491,0,0
3931,327836,1856763,495,0,0
3932,327836,1856753,492,0,0
3933,327836,1856743,492,0,0
3934,327836,1856733,496,0,1
3935,327836,1856723,498,0,0
3936,327836,1856713,498,0,1
3937,327836,1856703,498,0,0
3938,327836,1856693,496,0,1
3939,327836,1856683,496,2,1
3940,327836,1856673,494,11,2
3941,327836,1856663,492,11,1
3942,327836,1856653,492,10,0
3943,327836,1856643,492,10,1
3944,327836,1856633,492,10,2
3945,327836,1856623,492,11,1
3946,327836,1856613,493,3,0
3947,327836,1856603,494,0,0
3948,327836,1856593,494,0,0
3949,327836,1856583,495,10,1
3950,327836,1856573,495,0,0
3951,327836,1856563,495,0,0
3952,327836,1856553,496,10,0
3953,327836,1856543,497,1,0
3954,327836,1856533,497,0,0
3955,327836,1856523,498,0,0
3956,327836,1856513,499,0,0
3957,327836,1856503,499,0,0
3958,327836,1856493,501,0,0
3959,327836,1856483,504,0,0
3991,327846,1856973,461,11,0
3992,327846,1856963,461,0,0
3993,327846,1856953,461,0,0
3994,327846,1856943,461,0,0
3995,327846,1856933,461,0,0
3996,327846,1856923,461,0,0
3997,327846,1856913,461,0,0
3998,327846,1856903,461,0,0
3999,327846,1856893,461,0,0
4000,327846,1856883,464,0,0
4001,327846,1856873,467,0,0
4002,327846,1856863,467,0,0
4003,327846,1856853,470,0,0
4004,327846,1856843,473,0,0
4005,327846,1856833,473,0,0
4006,327846,1856823,476,0,0
4007,327846,1856813,479,0,0
4008,327846,1856803,479,0,0
4009,327846,1856793,481,0,0
4010,327846,1856783,480,0,0
4011,327846,1856773,480,0,0
4012,327846,1856763,482,0,0
4013,327846,1856753,485,0,0
4014,327846,1856743,485,0,0
4015,327846,1856733,490,0,0
4016,327846,1856723,493,0,1
4017,327846,1856713,493,12,3
4018,327846,1856703,493,10,0
4019,327846,1856693,491,10,1
4020,327846,1856683,491,9,0
4021,327846,1856673,491,0,0
4022,327846,1856663,489,0,0
4023,327846,1856653,489,0,0
4024,327846,1856643,490,0,0
4025,327846,1856633,492,0,2
4026,327846,1856623,492,0,0
4027,327846,1856613,494,10,2
4028,327846,1856603,495,10,0
4029,327846,1856593,495,9,1
4030,327846,1856583,496,9,0
4031,327846,1856573,496,0,0
4032,327846,1856563,496,0,0
4033,327846,1856553,497,10,1
4034,327846,1856543,497,0,0
4035,327846,1856533,497,0,0
4036,327846,1856523,498,0,0
4037,327846,1856513,499,0,0
4038,327846,1856503,499,0,0
4039,327846,1856493,500,0,0
4040,327846,1856483,504,0,0
4072,327856,1856973,460,10,0
4073,327856,1856963,460,0,0
4074,327856,1856953,460,0,0
4075,327856,1856943,460,0,0
4076,327856,1856933,461,0,0
