id,X,Y,Z,Esrio,NUMPOINTS
1824,327576,1856773,517,0,0
1825,327576,1856763,522,0,0
1826,327576,1856753,526,0,0
1827,327576,1856743,526,0,0
1828,327576,1856733,530,0,0
1829,327576,1856723,534,0,0
1830,327576,1856713,534,0,0
1831,327576,1856703,538,0,0
1832,327576,1856693,542,0,0
1833,327576,1856683,542,0,0
1834,327576,1856673,545,0,0
1835,327576,1856663,548,0,0
1836,327576,1856653,548,0,0
1837,327576,1856643,549,0,0
1838,327576,1856633,550,0,0
1839,327576,1856623,550,0,0
1840,327576,1856613,551,0,0
1841,327576,1856603,551,0,0
1842,327576,1856593,551,0,0
1843,327576,1856583,551,0,0
1844,327576,1856573,552,0,0
1845,327576,1856563,552,0,0
1846,327576,1856553,553,0,0
1847,327576,1856543,553,0,0
1890,327586,1856923,489,3,0
1891,327586,1856913,488,8,0
1892,327586,1856903,488,0,0
1893,327586,1856893,488,0,0
1894,327586,1856883,488,0,0
1895,327586,1856873,488,0,0
1896,327586,1856863,488,0,0
1897,327586,1856853,487,0,0
1898,327586,1856843,491,0,0
1899,327586,1856833,491,0,0
1900,327586,1856823,495,0,0
1901,327586,1856813,500,0,0
1902,327586,1856803,500,0,0
1903,327586,1856793,506,0,0
1904,327586,1856783,514,0,0
1905,327586,1856773,514,0,0
1906,327586,1856763,519,0,0
1907,327586,1856753,522,0,0
1908,327586,1856743,522,0,0
1909,327586,1856733,525,0,0
1910,327586,1856723,529,0,0
1911,327586,1856713,529,0,0
1912,327586,1856703,534,0,0
1913,327586,1856693,539,0,0
1914,327586,1856683,539,0,0
1915,327586,1856673,542,0,0
1916,327586,1856663,545,0,0
1917,327586,1856653,545,0,0
1918,327586,1856643,547,0,0
1919,327586,1856633,547,0,0
1920,327586,1856623,547,0,0
1921,327586,1856613,546,0,0
1922,327586,1856603,546,0,0
1923,327586,1856593,546,0,0
1924,327586,1856583,545,0,0
1925,327586,1856573,546,0,0
1926,327586,1856563,546,0,0
1927,327586,1856553,546,0,0
1928,327586,1856543,546,0,0
1929,327586,1856533,546,0,0
1971,327596,1856923,489,12,0
1972,327596,1856913,488,0,0
1973,327596,1856903,488,0,0
1974,327596,1856893,488,0,0
1975,327596,1856883,488,0,0
1976,327596,1856873,488,0,0
1977,327596,1856863,488,0,0
1978,327596,1856853,487,0,0
1979,327596,1856843,491,0,0
1980,327596,1856833,491,0,0
1981,327596,1856823,495,0,0
1982,327596,1856813,500,0,0
1983,327596,1856803,500,0,0
1984,327596,1856793,506,0,0
1985,327596,1856783,514,0,0
1986,327596,1856773,514,0,0
1987,327596,1856763,519,0,0
1988,327596,1856753,522,0,0
1989,327596,1856743,522,0,0
1990,327596,1856733,525,0,0
1991,327596,1856723,529,0,0
1992,327596,1856713,529,0,0
1993,327596,1856703,534,0,0
1994,327596,1856693,539,0,0
1995,327596,1856683,539,0,0
1996,327596,1856673,542,0,0
1997,327596,1856663,545,0,0
1998,327596,1856653,545,0,0
1999,327596,1856643,547,0,0
2000,327596,1856633,547,0,0
2001,327596,1856623,547,0,0
2002,327596,1856613,546,0,0
2003,327596,1856603,546,0,0
2004,327596,1856593,546,0,0
2005,327596,1856583,545,0,0
2006,327596,1856573,546,0,0
2007,327596,1856563,546,0,0
2008,327596,1856553,546,0,0
2009,327596,1856543,546,0,0
2010,327596,1856533,546,0,0
2052,327606,1856923,486,10,0
2053,327606,1856913,486,0,0
2054,327606,1856903,486,0,0
2055,327606,1856893,486,0,0
2056,327606,1856883,486,0,0
2057,327606,1856873,486,0,0
2058,327606,1856863,486,0,0
2059,327606,1856853,486,0,0
2060,327606,1856843,490,0,0
2061,327606,1856833,490,0,0
2062,327606,1856823,494,0,0
2063,327606,1856813,498,0,0
2064,327606,1856803,498,0,0
2065,327606,1856793,502,0,0
2066,327606,1856783,508,0,0
2067,327606,1856773,508,0,0
2068,327606,1856763,513,0,0
2069,327606,1856753,518,0,0
2070,327606,1856743,518,0,0
2071,327606,1856733,520,0,0
2072,327606,1856723,524,0,0
2073,327606,1856713,524,0,0
2074,327606,1856703,530,0,0
2075,327606,1856693,536,0,0
2076,327606,1856683,536,0,0
2077,327606,1856673,540,0,0
2078,327606,1856663,543,0,0
2079,327606,1856653,543,0,0
2080,327606,1856643,544,0,0
2081,327606,1856633,544,0,0
2082,327606,1856623,544,0,0
2083,327606,1856613,543,0,0
2084,327606,1856603,541,0,0
2085,327606,1856593,541,0,0
2086,327606,1856583,540,0,0
2087,327606,1856573,540,0,0
2088,327606,1856563,540,0,0
2089,327606,1856553,540,0,0
2090,327606,1856543,540,0,0
2091,327606,1856533,540,0,0
2132,327616,1856933,484,11,0
2133,327616,1856923,484,0,0
2134,327616,1856913,484,0,0
2135,327616,1856903,484,0,0
2136,327616,1856893,484,0,0
2137,327616,1856883,484,0,0
2138,327616,1856873,484,0,0
2139,327616,1856863,484,0,0
2140,327616,1856853,487,0,0
2141,327616,1856843,489,0,0
2142,327616,1856833,489,0,0
2143,327616,1856823,493,0,0
2144,327616,1856813,496,0,0
2145,327616,1856803,496,0,0
2146,327616,1856793,499,0,0
2147,327616,1856783,503,0,0
2148,327616,1856773,503,0,0
2149,327616,1856763,509,0,0
2150,327616,1856753,514,0,0
2151,327616,1856743,514,0,0
2152,327616,1856733,517,0,0
2153,327616,1856723,521,0,0
2154,327616,1856713,521,0,0
2155,327616,1856703,528,0,0
2156,327616,1856693,534,0,0
2157,327616,1856683,534,0,0
2158,327616,1856673,539,0,0
2159,327616,1856663,541,0,0
2160,327616,1856653,541,0,0
2161,327616,1856643,542,0,0
2162,327616,1856633,542,0,0
2163,327616,1856623,542,0,0
2164,327616,1856613,541,0,0
2165,327616,1856603,539,0,0
2166,327616,1856593,539,0,0
2167,327616,1856583,537,0,0
2168,327616,1856573,536,0,0
2169,327616,1856563,536,0,0
2170,327616,1856553,535,0,0
2171,327616,1856543,535,0,0
2172,327616,1856533,535,0,0
2213,327626,1856933,484,11,0
2214,327626,1856923,484,0,0
2215,327626,1856913,484,0,0
2216,327626,1856903,484,0,0
2217,327626,1856893,484,0,0
2218,327626,1856883,484,0,0
2219,327626,1856873,484,0,0
2220,327626,1856863,484,0,0
2221,327626,1856853,487,0,0
2222,327626,1856843,489,0,0
2223,327626,1856833,489,0,0
2224,327626,1856823,493,0,0
2225,327626,1856813,496,0,0
2226,327626,1856803,496,0,0
2227,327626,1856793,499,0,0
2228,327626,1856783,503,0,0
2229,327626,1856773,503,0,0
2230,327626,1856763,509,0,0
2231,327626,1856753,514,0,0
2232,327626,1856743,514,0,0
2233,327626,1856733,517,0,0
2234,327626,1856723,521,0,0
2235,327626,1856713,521,0,0
2236,327626,1856703,528,0,0
2237,327626,1856693,534,0,0
2238,327626,1856683,534,0,0
2239,327626,1856673,539,0,0
2240,327626,1856663,541,0,0
2241,327626,1856653,541,0,0
2242,327626,1856643,542,0,0
2243,327626,1856633,542,0,0
2244,327626,1856623,542,0,0
2245,327626,1856613,541,0,0
2246,327626,1856603,539,0,0
2247,327626,1856593,539,0,0
2248,327626,1856583,537,0,0
2249,327626,1856573,536,0,0
2250,327626,1856563,536,0,0
2251,327626,1856553,535,0,0
2252,327626,1856543,535,0,0
2253,327626,1856533,535,0,0
2293,327636,1856943,482,8,0
2294,327636,1856933,482,3,0
2295,327636,1856923,482,0,0
2296,327636,1856913,482,0,0
2297,327636,1856903,482,0,0
2298,327636,1856893,482,0,0
2299,327636,1856883,482,0,0
2300,327636,1856873,484,0,0
2301,327636,1856863,484,0,0
2302,327636,1856853,487,0,0
2303,327636,1856843,489,0,0
2304,327636,1856833,489,0,0
2305,327636,1856823,492,0,0
2306,327636,1856813,494,0,0
2307,327636,1856803,494,0,0
2308,327636,1856793,497,0,0
2309,327636,1856783,501,0,0
2310,327636,1856773,501,0,0
2311,327636,1856763,506,0,0
2312,327636,1856753,512,0,0
2313,327636,1856743,512,0,0
2314,327636,1856733,517,0,0
2315,327636,1856723,521,0,0
2316,327636,1856713,521,0,0
2317,327636,1856703,527,0,0
2318,327636,1856693,533,0,0
2319,327636,1856683,533,0,0
2320,327636,1856673,538,0,0
2321,327636,1856663,540,0,0
2322,327636,1856653,540,0,0
2323,327636,1856643,541,0,0
2324,327636,1856633,541,0,0
2325,327636,1856623,541,0,0
2326,327636,1856613,540,0,0
2327,327636,1856603,538,0,0
2328,327636,1856593,538,0,0
2329,327636,1856583,535,0,0
2330,327636,1856573,533,0,0
2331,327636,1856563,533,0,0
2332,327636,1856553,531,0,0
2333,327636,1856543,530,0,0
2334,327636,1856533,530,0,0
2335,327636,1856523,529,0,0
2374,327646,1856943,480,11,0
2375,327646,1856933,481,0,0
2376,327646,1856923,481,0,0
2377,327646,1856913,480,0,0
2378,327646,1856903,482,0,0
2379,327646,1856893,482,0,0
2380,327646,1856883,482,0,0
2381,327646,1856873,484,0,0
2382,327646,1856863,484,0,0
2383,327646,1856853,486,0,0
2384,327646,1856843,489,0,0
2385,327646,1856833,489,0,0
2386,327646,1856823,491,0,0
2387,327646,1856813,494,0,0
2388,327646,1856803,494,0,0
2389,327646,1856793,497,0,0
2390,327646,1856783,500,0,0
2391,327646,1856773,500,0,0
2392,327646,1856763,506,0,0
2393,327646,1856753,512,0,0
2394,327646,1856743,512,0,0
2395,327646,1856733,518,0,0
2396,327646,1856723,522,0,0
2397,327646,1856713,522,0,0
2398,327646,1856703,527,0,0
2399,327646,1856693,532,0,0
2400,327646,1856683,532,0,0
2401,327646,1856673,536,0,0
2402,327646,1856663,538,0,0
2403,327646,1856653,538,0,0
2404,327646,1856643,539,0,0
2405,327646,1856633,540,0,0
2406,327646,1856623,540,0,0
2407,327646,1856613,539,0,0
2408,327646,1856603,536,0,0
2409,327646,1856593,536,0,0
2410,327646,1856583,533,0,0
2411,327646,1856573,530,0,0
2412,327646,1856563,530,0,0
2413,327646,1856553,528,0,0
2414,327646,1856543,526,0,0
2415,327646,1856533,526,0,0
2416,327646,1856523,525,0,0
2454,327656,1856953,480,9,0
2455,327656,1856943,480,3,0
2456,327656,1856933,481,0,0
2457,327656,1856923,481,0,0
2458,327656,1856913,480,0,0
2459,327656,1856903,482,0,0
2460,327656,1856893,482,0,0
2461,327656,1856883,482,0,0
2462,327656,1856873,484,0,0
2463,327656,1856863,484,0,0
2464,327656,1856853,486,0,0
2465,327656,1856843,489,0,0
2466,327656,1856833,489,0,0
2467,327656,1856823,491,0,0
2468,327656,1856813,494,0,0
2469,327656,1856803,494,0,0
2470,327656,1856793,497,0,0
2471,327656,1856783,500,0,0
2472,327656,1856773,500,0,0
2473,327656,1856763,506,0,0
2474,327656,1856753,512,0,0
2475,327656,1856743,512,0,0
2476,327656,1856733,518,0,0
2477,327656,1856723,522,0,0
2478,327656,1856713,522,0,0
2479,327656,1856703,527,0,0
2480,327656,1856693,532,0,0
2481,327656,1856683,532,0,0
2482,327656,1856673,536,0,0
2483,327656,1856663,538,0,0
2484,327656,1856653,538,0,0
2485,327656,1856643,539,0,0
2486,327656,1856633,540,0,0
2487,327656,1856623,540,0,0
2488,327656,1856613,539,0,0
2489,327656,1856603,536,0,0
2490,327656,1856593,536,0,0
2491,327656,1856583,533,0,0
2492,327656,1856573,530,0,0
2493,327656,1856563,530,0,0
2494,327656,1856553,528,0,0
2495,327656,1856543,526,0,0
2496,327656,1856533,526,0,0
2497,327656,1856523,525,0,0
2535,327666,1856953,479,11,0
2536,327666,1856943,479,0,0
2537,327666,1856933,479,0,0
2538,327666,1856923,479,0,0
2539,327666,1856913,479,0,0
2540,327666,1856903,481,0,0
2541,327666,1856893,481,0,0
2542,327666,1856883,481,0,0
2543,327666,1856873,483,0,0
2544,327666,1856863,483,0,0
2545,327666,1856853,486,0,0
2546,327666,1856843,488,0,0
2547,327666,1856833,488,0,0
2548,327666,1856823,491,0,0
2549,327666,1856813,494,0,0
2550,327666,1856803,494,0,0
2551,327666,1856793,497,0,0
2552,327666,1856783,501,0,0
2553,327666,1856773,501,0,0
2554,327666,1856763,506,0,0
2555,327666,1856753,512,0,0
2556,327666,1856743,512,0,0
2557,327666,1856733,518,0,0
2558,327666,1856723,523,0,0
2559,327666,1856713,523,0,0
2560,327666,1856703,526,0,0
